order_date,sku,product_name,quantity_sold,unit_price,unit_cost,revenue,cost,profit,region,channel,customer_segment
2026-02-22,SKU-011,Sports Towel,11,14,7.42,154,81.62,72.38,South,Retail,Returning
2026-02-22,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,West,Shopify,Returning
2026-02-22,SKU-013,Knee Support,18,26,12.48,468,224.64,243.36,North,Amazon,Returning
2026-02-22,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,South,Shopify,Returning
2026-02-22,SKU-015,Jump Rope,9,38,22.04,342,198.36,143.64,North,Wholesale,Wholesale
2026-02-22,SKU-016,Massage Ball,3,16,7.68,48,23.04,24.96,North,Wholesale,New
2026-02-22,SKU-017,Compression Sleeve,10,22,11.66,220,116.6,103.4,West,Wholesale,Returning
2026-02-22,SKU-018,Training Cone,15,28,16.24,420,243.6,176.4,South,Wholesale,New
2026-02-22,SKU-019,Water Filter,10,34,16.32,340,163.2,176.8,South,Shopify,Wholesale
2026-02-22,SKU-020,Energy Gel,16,40,21.2,640,339.2,300.8,Online,Retail,Returning
2026-02-23,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,North,Retail,Returning
2026-02-23,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,East,Amazon,New
2026-02-23,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,West,Shopify,New
2026-02-23,SKU-005,Smart Scale,5,34,18.02,170,90.1,79.9,North,Amazon,New
2026-02-23,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,North,Shopify,Returning
2026-02-23,SKU-007,Meal Prep Container,22,18,8.64,396,190.08,205.92,Online,Retail,Wholesale
2026-02-23,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,West,Shopify,Returning
2026-02-23,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,East,Retail,Returning
2026-02-23,SKU-010,Foam Roller,16,36,17.28,576,276.48,299.52,Online,Retail,Returning
2026-02-23,SKU-011,Sports Towel,15,14,7.42,210,111.3,98.7,West,Wholesale,Wholesale
2026-02-23,SKU-012,Electrolyte Pack,11,20,11.6,220,127.6,92.4,East,Amazon,Returning
2026-02-23,SKU-013,Knee Support,12,26,12.48,312,149.76,162.24,North,Retail,Returning
2026-02-23,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,Online,Wholesale,Returning
2026-02-23,SKU-015,Jump Rope,7,38,22.04,266,154.28,111.72,North,Wholesale,Returning
2026-02-23,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,North,Retail,Returning
2026-02-23,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,West,Amazon,VIP
2026-02-23,SKU-018,Training Cone,4,28,16.24,112,64.96,47.04,West,Retail,Wholesale
2026-02-23,SKU-019,Water Filter,6,34,16.32,204,97.92,106.08,North,Retail,Returning
2026-02-23,SKU-020,Energy Gel,22,40,21.2,880,466.4,413.6,Online,Amazon,VIP
2026-02-24,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,West,Amazon,Returning
2026-02-24,SKU-002,Protein Bar Box,1,16,8.48,16,8.48,7.52,Online,Shopify,Returning
2026-02-24,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,West,Retail,Returning
2026-02-24,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,South,Shopify,Returning
2026-02-24,SKU-005,Smart Scale,11,34,18.02,374,198.22,175.78,Online,Wholesale,Returning
2026-02-24,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,North,Retail,New
2026-02-24,SKU-007,Meal Prep Container,10,18,8.64,180,86.4,93.6,West,Amazon,Returning
2026-02-24,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,South,Wholesale,Returning
2026-02-24,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,South,Retail,New
2026-02-24,SKU-010,Foam Roller,10,36,17.28,360,172.8,187.2,North,Shopify,Wholesale
2026-02-24,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,South,Amazon,Wholesale
2026-02-24,SKU-012,Electrolyte Pack,15,20,11.6,300,174.0,126.0,East,Wholesale,Returning
2026-02-24,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,West,Retail,Returning
2026-02-24,SKU-014,Gym Gloves,22,32,16.96,704,373.12,330.88,Online,Amazon,Returning
2026-02-24,SKU-016,Massage Ball,11,16,7.68,176,84.48,91.52,North,Wholesale,New
2026-02-24,SKU-017,Compression Sleeve,12,22,11.66,264,139.92,124.08,Online,Shopify,VIP
2026-02-24,SKU-019,Water Filter,12,34,16.32,408,195.84,212.16,East,Shopify,New
2026-02-24,SKU-020,Energy Gel,12,40,21.2,480,254.4,225.6,North,Retail,Returning
2026-02-25,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,South,Wholesale,Wholesale
2026-02-25,SKU-002,Protein Bar Box,9,16,8.48,144,76.32,67.68,North,Wholesale,Returning
2026-02-25,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,North,Retail,New
2026-02-25,SKU-005,Smart Scale,9,34,18.02,306,162.18,143.82,Online,Shopify,Returning
2026-02-25,SKU-006,Resistance Bands,10,12,6.96,120,69.6,50.4,North,Wholesale,Returning
2026-02-25,SKU-007,Meal Prep Container,16,18,8.64,288,138.24,149.76,West,Retail,Returning
2026-02-25,SKU-008,Trail Mix Pack,4,24,12.72,96,50.88,45.12,North,Retail,Returning
2026-02-25,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,West,Amazon,Wholesale
2026-02-25,SKU-011,Sports Towel,11,14,7.42,154,81.62,72.38,South,Wholesale,Wholesale
2026-02-25,SKU-012,Electrolyte Pack,17,20,11.6,340,197.2,142.8,South,Shopify,Returning
2026-02-25,SKU-013,Knee Support,14,26,12.48,364,174.72,189.28,West,Amazon,New
2026-02-25,SKU-014,Gym Gloves,22,32,16.96,704,373.12,330.88,North,Amazon,Returning
2026-02-25,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,West,Wholesale,VIP
2026-02-25,SKU-016,Massage Ball,11,16,7.68,176,84.48,91.52,West,Amazon,Wholesale
2026-02-25,SKU-017,Compression Sleeve,12,22,11.66,264,139.92,124.08,East,Wholesale,Returning
2026-02-25,SKU-018,Training Cone,11,28,16.24,308,178.64,129.36,East,Wholesale,Returning
2026-02-25,SKU-019,Water Filter,5,34,16.32,170,81.6,88.4,South,Retail,New
2026-02-25,SKU-020,Energy Gel,18,40,21.2,720,381.6,338.4,North,Amazon,Returning
2026-02-26,SKU-001,Hydration Bottle,1,10,4.8,10,4.8,5.2,North,Retail,VIP
2026-02-26,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,Online,Wholesale,Returning
2026-02-26,SKU-003,Yoga Mat,5,22,12.76,110,63.8,46.2,East,Retail,New
2026-02-26,SKU-004,Running Socks,6,28,13.44,168,80.64,87.36,South,Amazon,VIP
2026-02-26,SKU-005,Smart Scale,10,34,18.02,340,180.2,159.8,South,Amazon,Wholesale
2026-02-26,SKU-007,Meal Prep Container,7,18,8.64,126,60.48,65.52,Online,Shopify,New
2026-02-26,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,West,Retail,New
2026-02-26,SKU-009,Vitamin Organizer,4,30,17.4,120,69.6,50.4,East,Amazon,VIP
2026-02-26,SKU-010,Foam Roller,14,36,17.28,504,241.92,262.08,Online,Retail,New
2026-02-26,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,West,Shopify,Returning
2026-02-26,SKU-012,Electrolyte Pack,14,20,11.6,280,162.4,117.6,South,Retail,New
2026-02-26,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,South,Amazon,Returning
2026-02-26,SKU-014,Gym Gloves,22,32,16.96,704,373.12,330.88,South,Shopify,Returning
2026-02-26,SKU-015,Jump Rope,7,38,22.04,266,154.28,111.72,North,Wholesale,Returning
2026-02-26,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,South,Shopify,Returning
2026-02-26,SKU-017,Compression Sleeve,12,22,11.66,264,139.92,124.08,West,Retail,New
2026-02-26,SKU-018,Training Cone,5,28,16.24,140,81.2,58.8,West,Retail,New
2026-02-26,SKU-019,Water Filter,10,34,16.32,340,163.2,176.8,Online,Amazon,New
2026-02-26,SKU-020,Energy Gel,16,40,21.2,640,339.2,300.8,South,Retail,New
2026-02-27,SKU-001,Hydration Bottle,4,10,4.8,40,19.2,20.8,East,Shopify,New
2026-02-27,SKU-002,Protein Bar Box,9,16,8.48,144,76.32,67.68,East,Shopify,New
2026-02-27,SKU-004,Running Socks,7,28,13.44,196,94.08,101.92,East,Retail,New
2026-02-27,SKU-005,Smart Scale,11,34,18.02,374,198.22,175.78,North,Retail,New
2026-02-27,SKU-006,Resistance Bands,15,12,6.96,180,104.4,75.6,East,Wholesale,Returning
2026-02-27,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,East,Retail,Returning
2026-02-27,SKU-008,Trail Mix Pack,3,24,12.72,72,38.16,33.84,Online,Amazon,Returning
2026-02-27,SKU-009,Vitamin Organizer,6,30,17.4,180,104.4,75.6,Online,Amazon,Returning
2026-02-27,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,East,Wholesale,Wholesale
2026-02-27,SKU-011,Sports Towel,5,14,7.42,70,37.1,32.9,South,Shopify,New
2026-02-27,SKU-012,Electrolyte Pack,10,20,11.6,200,116.0,84.0,Online,Retail,Returning
2026-02-27,SKU-013,Knee Support,17,26,12.48,442,212.16,229.84,Online,Retail,New
2026-02-27,SKU-014,Gym Gloves,12,32,16.96,384,203.52,180.48,North,Amazon,New
2026-02-27,SKU-015,Jump Rope,1,38,22.04,38,22.04,15.96,West,Wholesale,Returning
2026-02-27,SKU-016,Massage Ball,8,16,7.68,128,61.44,66.56,North,Wholesale,New
2026-02-27,SKU-017,Compression Sleeve,11,22,11.66,242,128.26,113.74,West,Amazon,VIP
2026-02-27,SKU-019,Water Filter,12,34,16.32,408,195.84,212.16,South,Shopify,VIP
2026-02-27,SKU-020,Energy Gel,9,40,21.2,360,190.8,169.2,North,Shopify,Returning
2026-02-28,SKU-001,Hydration Bottle,7,10,4.8,70,33.6,36.4,Online,Retail,VIP
2026-02-28,SKU-003,Yoga Mat,2,22,12.76,44,25.52,18.48,East,Wholesale,Returning
2026-02-28,SKU-004,Running Socks,12,28,13.44,336,161.28,174.72,Online,Wholesale,Wholesale
2026-02-28,SKU-005,Smart Scale,10,34,18.02,340,180.2,159.8,West,Amazon,New
2026-02-28,SKU-006,Resistance Bands,17,12,6.96,204,118.32,85.68,Online,Amazon,VIP
2026-02-28,SKU-007,Meal Prep Container,16,18,8.64,288,138.24,149.76,South,Wholesale,New
2026-02-28,SKU-008,Trail Mix Pack,9,24,12.72,216,114.48,101.52,Online,Amazon,Returning
2026-02-28,SKU-009,Vitamin Organizer,11,30,17.4,330,191.4,138.6,East,Amazon,New
2026-02-28,SKU-010,Foam Roller,14,36,17.28,504,241.92,262.08,East,Retail,Returning
2026-02-28,SKU-011,Sports Towel,8,14,7.42,112,59.36,52.64,West,Wholesale,Returning
2026-02-28,SKU-012,Electrolyte Pack,19,20,11.6,380,220.4,159.6,East,Amazon,New
2026-02-28,SKU-013,Knee Support,23,26,12.48,598,287.04,310.96,Online,Retail,Returning
2026-02-28,SKU-014,Gym Gloves,18,32,16.96,576,305.28,270.72,West,Retail,Returning
2026-02-28,SKU-015,Jump Rope,8,38,22.04,304,176.32,127.68,Online,Retail,New
2026-02-28,SKU-016,Massage Ball,9,16,7.68,144,69.12,74.88,North,Shopify,VIP
2026-02-28,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,South,Retail,New
2026-02-28,SKU-018,Training Cone,14,28,16.24,392,227.36,164.64,Online,Shopify,Returning
2026-02-28,SKU-019,Water Filter,20,34,16.32,680,326.4,353.6,North,Shopify,VIP
2026-02-28,SKU-020,Energy Gel,17,40,21.2,680,360.4,319.6,Online,Amazon,Returning
2026-03-01,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,East,Shopify,New
2026-03-01,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,East,Shopify,Returning
2026-03-01,SKU-003,Yoga Mat,7,22,12.76,154,89.32,64.68,Online,Retail,New
2026-03-01,SKU-004,Running Socks,13,28,13.44,364,174.72,189.28,North,Retail,Wholesale
2026-03-01,SKU-005,Smart Scale,16,34,18.02,544,288.32,255.68,South,Wholesale,VIP
2026-03-01,SKU-006,Resistance Bands,11,12,6.96,132,76.56,55.44,East,Wholesale,Wholesale
2026-03-01,SKU-007,Meal Prep Container,23,18,8.64,414,198.72,215.28,South,Shopify,Returning
2026-03-01,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,East,Shopify,New
2026-03-01,SKU-009,Vitamin Organizer,9,30,17.4,270,156.6,113.4,Online,Retail,Returning
2026-03-01,SKU-010,Foam Roller,14,36,17.28,504,241.92,262.08,South,Wholesale,VIP
2026-03-01,SKU-011,Sports Towel,13,14,7.42,182,96.46,85.54,West,Wholesale,VIP
2026-03-01,SKU-012,Electrolyte Pack,20,20,11.6,400,232.0,168.0,East,Amazon,New
2026-03-01,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,North,Shopify,Wholesale
2026-03-01,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,West,Wholesale,Returning
2026-03-01,SKU-017,Compression Sleeve,9,22,11.66,198,104.94,93.06,Online,Amazon,Returning
2026-03-01,SKU-018,Training Cone,16,28,16.24,448,259.84,188.16,South,Amazon,Returning
2026-03-01,SKU-020,Energy Gel,7,40,21.2,280,148.4,131.6,North,Retail,New
2026-03-02,SKU-001,Hydration Bottle,1,10,4.8,10,4.8,5.2,Online,Shopify,New
2026-03-02,SKU-002,Protein Bar Box,7,16,8.48,112,59.36,52.64,East,Amazon,New
2026-03-02,SKU-003,Yoga Mat,4,22,12.76,88,51.04,36.96,East,Shopify,Returning
2026-03-02,SKU-004,Running Socks,11,28,13.44,308,147.84,160.16,South,Shopify,New
2026-03-02,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,North,Shopify,Returning
2026-03-02,SKU-007,Meal Prep Container,13,18,8.64,234,112.32,121.68,North,Shopify,Returning
2026-03-02,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,East,Wholesale,New
2026-03-02,SKU-009,Vitamin Organizer,6,30,17.4,180,104.4,75.6,South,Amazon,VIP
2026-03-02,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,Online,Shopify,VIP
2026-03-02,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,West,Retail,New
2026-03-02,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,West,Wholesale,Returning
2026-03-02,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,West,Amazon,New
2026-03-02,SKU-016,Massage Ball,11,16,7.68,176,84.48,91.52,Online,Amazon,Returning
2026-03-02,SKU-017,Compression Sleeve,13,22,11.66,286,151.58,134.42,South,Amazon,VIP
2026-03-02,SKU-018,Training Cone,8,28,16.24,224,129.92,94.08,Online,Shopify,New
2026-03-02,SKU-019,Water Filter,18,34,16.32,612,293.76,318.24,East,Shopify,New
2026-03-02,SKU-020,Energy Gel,11,40,21.2,440,233.2,206.8,North,Wholesale,New
2026-03-03,SKU-001,Hydration Bottle,7,10,4.8,70,33.6,36.4,North,Retail,Returning
2026-03-03,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,West,Retail,VIP
2026-03-03,SKU-004,Running Socks,13,28,13.44,364,174.72,189.28,South,Wholesale,Returning
2026-03-03,SKU-005,Smart Scale,6,34,18.02,204,108.12,95.88,Online,Wholesale,VIP
2026-03-03,SKU-006,Resistance Bands,8,12,6.96,96,55.68,40.32,South,Retail,Returning
2026-03-03,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,West,Shopify,Returning
2026-03-03,SKU-009,Vitamin Organizer,10,30,17.4,300,174.0,126.0,South,Retail,New
2026-03-03,SKU-010,Foam Roller,10,36,17.28,360,172.8,187.2,West,Shopify,Wholesale
2026-03-03,SKU-011,Sports Towel,10,14,7.42,140,74.2,65.8,West,Retail,New
2026-03-03,SKU-012,Electrolyte Pack,15,20,11.6,300,174.0,126.0,South,Wholesale,New
2026-03-03,SKU-013,Knee Support,10,26,12.48,260,124.8,135.2,East,Shopify,VIP
2026-03-03,SKU-014,Gym Gloves,16,32,16.96,512,271.36,240.64,East,Shopify,New
2026-03-03,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,West,Shopify,Wholesale
2026-03-03,SKU-016,Massage Ball,7,16,7.68,112,53.76,58.24,West,Amazon,Returning
2026-03-03,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Shopify,Returning
2026-03-03,SKU-019,Water Filter,11,34,16.32,374,179.52,194.48,West,Wholesale,VIP
2026-03-03,SKU-020,Energy Gel,11,40,21.2,440,233.2,206.8,East,Shopify,New
2026-03-04,SKU-001,Hydration Bottle,1,10,4.8,10,4.8,5.2,Online,Amazon,Returning
2026-03-04,SKU-002,Protein Bar Box,3,16,8.48,48,25.44,22.56,North,Shopify,Returning
2026-03-04,SKU-003,Yoga Mat,9,22,12.76,198,114.84,83.16,West,Retail,New
2026-03-04,SKU-004,Running Socks,3,28,13.44,84,40.32,43.68,South,Shopify,Returning
2026-03-04,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,North,Amazon,New
2026-03-04,SKU-006,Resistance Bands,15,12,6.96,180,104.4,75.6,South,Retail,VIP
2026-03-04,SKU-008,Trail Mix Pack,7,24,12.72,168,89.04,78.96,South,Wholesale,Wholesale
2026-03-04,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,West,Shopify,Returning
2026-03-04,SKU-012,Electrolyte Pack,7,20,11.6,140,81.2,58.8,West,Shopify,Returning
2026-03-04,SKU-013,Knee Support,18,26,12.48,468,224.64,243.36,North,Wholesale,New
2026-03-04,SKU-014,Gym Gloves,11,32,16.96,352,186.56,165.44,Online,Retail,New
2026-03-04,SKU-016,Massage Ball,5,16,7.68,80,38.4,41.6,South,Amazon,VIP
2026-03-04,SKU-017,Compression Sleeve,9,22,11.66,198,104.94,93.06,North,Shopify,Returning
2026-03-04,SKU-018,Training Cone,6,28,16.24,168,97.44,70.56,Online,Amazon,VIP
2026-03-04,SKU-019,Water Filter,12,34,16.32,408,195.84,212.16,West,Shopify,New
2026-03-04,SKU-020,Energy Gel,13,40,21.2,520,275.6,244.4,South,Retail,New
2026-03-05,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,West,Amazon,Returning
2026-03-05,SKU-002,Protein Bar Box,3,16,8.48,48,25.44,22.56,West,Retail,New
2026-03-05,SKU-003,Yoga Mat,2,22,12.76,44,25.52,18.48,East,Amazon,VIP
2026-03-05,SKU-004,Running Socks,12,28,13.44,336,161.28,174.72,North,Amazon,Wholesale
2026-03-05,SKU-005,Smart Scale,14,34,18.02,476,252.28,223.72,North,Wholesale,VIP
2026-03-05,SKU-006,Resistance Bands,7,12,6.96,84,48.72,35.28,North,Shopify,Returning
2026-03-05,SKU-007,Meal Prep Container,10,18,8.64,180,86.4,93.6,West,Wholesale,Returning
2026-03-05,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,West,Shopify,Returning
2026-03-05,SKU-009,Vitamin Organizer,5,30,17.4,150,87.0,63.0,East,Retail,VIP
2026-03-05,SKU-010,Foam Roller,6,36,17.28,216,103.68,112.32,South,Shopify,Returning
2026-03-05,SKU-011,Sports Towel,9,14,7.42,126,66.78,59.22,West,Shopify,VIP
2026-03-05,SKU-012,Electrolyte Pack,15,20,11.6,300,174.0,126.0,East,Wholesale,New
2026-03-05,SKU-013,Knee Support,13,26,12.48,338,162.24,175.76,South,Wholesale,Returning
2026-03-05,SKU-014,Gym Gloves,18,32,16.96,576,305.28,270.72,Online,Amazon,Returning
2026-03-05,SKU-015,Jump Rope,6,38,22.04,228,132.24,95.76,East,Wholesale,VIP
2026-03-05,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,North,Shopify,VIP
2026-03-05,SKU-017,Compression Sleeve,3,22,11.66,66,34.98,31.02,East,Retail,VIP
2026-03-05,SKU-018,Training Cone,7,28,16.24,196,113.68,82.32,Online,Shopify,New
2026-03-05,SKU-019,Water Filter,14,34,16.32,476,228.48,247.52,North,Amazon,VIP
2026-03-05,SKU-020,Energy Gel,13,40,21.2,520,275.6,244.4,Online,Amazon,New
2026-03-06,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,Online,Retail,Wholesale
2026-03-06,SKU-002,Protein Bar Box,6,16,8.48,96,50.88,45.12,Online,Shopify,Returning
2026-03-06,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,East,Shopify,Returning
2026-03-06,SKU-004,Running Socks,10,28,13.44,280,134.4,145.6,Online,Wholesale,New
2026-03-06,SKU-005,Smart Scale,10,34,18.02,340,180.2,159.8,Online,Wholesale,Returning
2026-03-06,SKU-006,Resistance Bands,13,12,6.96,156,90.48,65.52,Online,Wholesale,New
2026-03-06,SKU-007,Meal Prep Container,16,18,8.64,288,138.24,149.76,East,Retail,Returning
2026-03-06,SKU-008,Trail Mix Pack,7,24,12.72,168,89.04,78.96,East,Shopify,Wholesale
2026-03-06,SKU-009,Vitamin Organizer,7,30,17.4,210,121.8,88.2,Online,Wholesale,New
2026-03-06,SKU-010,Foam Roller,7,36,17.28,252,120.96,131.04,South,Retail,New
2026-03-06,SKU-011,Sports Towel,13,14,7.42,182,96.46,85.54,South,Amazon,New
2026-03-06,SKU-013,Knee Support,15,26,12.48,390,187.2,202.8,East,Shopify,New
2026-03-06,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,North,Amazon,New
2026-03-06,SKU-015,Jump Rope,3,38,22.04,114,66.12,47.88,Online,Retail,New
2026-03-06,SKU-016,Massage Ball,4,16,7.68,64,30.72,33.28,North,Wholesale,Wholesale
2026-03-06,SKU-017,Compression Sleeve,7,22,11.66,154,81.62,72.38,East,Amazon,Returning
2026-03-06,SKU-020,Energy Gel,15,40,21.2,600,318.0,282.0,North,Wholesale,Returning
2026-03-07,SKU-002,Protein Bar Box,9,16,8.48,144,76.32,67.68,North,Retail,Wholesale
2026-03-07,SKU-003,Yoga Mat,6,22,12.76,132,76.56,55.44,South,Wholesale,New
2026-03-07,SKU-005,Smart Scale,17,34,18.02,578,306.34,271.66,Online,Wholesale,New
2026-03-07,SKU-006,Resistance Bands,9,12,6.96,108,62.64,45.36,West,Wholesale,VIP
2026-03-07,SKU-007,Meal Prep Container,14,18,8.64,252,120.96,131.04,Online,Amazon,VIP
2026-03-07,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,West,Amazon,Returning
2026-03-07,SKU-009,Vitamin Organizer,8,30,17.4,240,139.2,100.8,Online,Wholesale,Wholesale
2026-03-07,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,West,Wholesale,Wholesale
2026-03-07,SKU-011,Sports Towel,12,14,7.42,168,89.04,78.96,South,Retail,VIP
2026-03-07,SKU-012,Electrolyte Pack,18,20,11.6,360,208.8,151.2,South,Shopify,Returning
2026-03-07,SKU-013,Knee Support,18,26,12.48,468,224.64,243.36,Online,Retail,New
2026-03-07,SKU-014,Gym Gloves,14,32,16.96,448,237.44,210.56,North,Retail,Returning
2026-03-07,SKU-015,Jump Rope,5,38,22.04,190,110.2,79.8,South,Shopify,Returning
2026-03-07,SKU-016,Massage Ball,7,16,7.68,112,53.76,58.24,Online,Amazon,Returning
2026-03-07,SKU-017,Compression Sleeve,4,22,11.66,88,46.64,41.36,West,Shopify,Wholesale
2026-03-07,SKU-019,Water Filter,14,34,16.32,476,228.48,247.52,West,Amazon,New
2026-03-07,SKU-020,Energy Gel,14,40,21.2,560,296.8,263.2,North,Wholesale,Wholesale
2026-03-08,SKU-001,Hydration Bottle,3,10,4.8,30,14.4,15.6,West,Shopify,Wholesale
2026-03-08,SKU-003,Yoga Mat,9,22,12.76,198,114.84,83.16,West,Wholesale,New
2026-03-08,SKU-004,Running Socks,11,28,13.44,308,147.84,160.16,South,Retail,Returning
2026-03-08,SKU-005,Smart Scale,18,34,18.02,612,324.36,287.64,South,Wholesale,New
2026-03-08,SKU-007,Meal Prep Container,23,18,8.64,414,198.72,215.28,East,Wholesale,Returning
2026-03-08,SKU-008,Trail Mix Pack,6,24,12.72,144,76.32,67.68,West,Wholesale,Wholesale
2026-03-08,SKU-009,Vitamin Organizer,12,30,17.4,360,208.8,151.2,Online,Retail,New
2026-03-08,SKU-010,Foam Roller,10,36,17.28,360,172.8,187.2,West,Wholesale,New
2026-03-08,SKU-011,Sports Towel,21,14,7.42,294,155.82,138.18,Online,Wholesale,Returning
2026-03-08,SKU-013,Knee Support,17,26,12.48,442,212.16,229.84,South,Retail,Returning
2026-03-08,SKU-014,Gym Gloves,27,32,16.96,864,457.92,406.08,Online,Shopify,New
2026-03-08,SKU-015,Jump Rope,7,38,22.04,266,154.28,111.72,West,Shopify,New
2026-03-08,SKU-016,Massage Ball,3,16,7.68,48,23.04,24.96,West,Shopify,Returning
2026-03-08,SKU-017,Compression Sleeve,9,22,11.66,198,104.94,93.06,North,Shopify,Returning
2026-03-08,SKU-018,Training Cone,5,28,16.24,140,81.2,58.8,North,Wholesale,VIP
2026-03-08,SKU-019,Water Filter,15,34,16.32,510,244.8,265.2,North,Retail,Returning
2026-03-08,SKU-020,Energy Gel,12,40,21.2,480,254.4,225.6,West,Retail,Returning
2026-03-09,SKU-001,Hydration Bottle,2,10,4.8,20,9.6,10.4,East,Retail,New
2026-03-09,SKU-002,Protein Bar Box,1,16,8.48,16,8.48,7.52,South,Shopify,Returning
2026-03-09,SKU-003,Yoga Mat,8,22,12.76,176,102.08,73.92,West,Wholesale,Returning
2026-03-09,SKU-004,Running Socks,9,28,13.44,252,120.96,131.04,Online,Amazon,Returning
2026-03-09,SKU-005,Smart Scale,12,34,18.02,408,216.24,191.76,North,Shopify,Wholesale
2026-03-09,SKU-006,Resistance Bands,15,12,6.96,180,104.4,75.6,Online,Shopify,Returning
2026-03-09,SKU-007,Meal Prep Container,17,18,8.64,306,146.88,159.12,Online,Shopify,Wholesale
2026-03-09,SKU-008,Trail Mix Pack,5,24,12.72,120,63.6,56.4,South,Amazon,Returning
2026-03-09,SKU-009,Vitamin Organizer,3,30,17.4,90,52.2,37.8,Online,Wholesale,New
2026-03-09,SKU-010,Foam Roller,8,36,17.28,288,138.24,149.76,East,Retail,Wholesale
2026-03-09,SKU-011,Sports Towel,7,14,7.42,98,51.94,46.06,North,Retail,Wholesale
2026-03-09,SKU-012,Electrolyte Pack,11,20,11.6,220,127.6,92.4,Online,Shopify,New
2026-03-09,SKU-013,Knee Support,11,26,12.48,286,137.28,148.72,North,Amazon,Returning
2026-03-09,SKU-014,Gym Gloves,15,32,16.96,480,254.4,225.6,North,Wholesale,Returning
2026-03-09,SKU-015,Jump Rope,10,38,22.04,380,220.4,159.6,South,Wholesale,Returning
2026-03-09,SKU-016,Massage Ball,6,16,7.68,96,46.08,49.92,North,Amazon,New
2026-03-09,SKU-017,Compression Sleeve,6,22,11.66,132,69.96,62.04,North,Shopify,New
2026-03-09,SKU-018,Training Cone,7,28,16.24,196,113.68,82.32,West,Amazon,New
2026-03-09,SKU-019,Water Filter,7,34,16.32,238,114.24,123.76,Online,Retail,Returning
2026-03-09,SKU-020,Energy Gel,9,40,21.2,360,190.8,169.2,North,Amazon,New
2026-03-10,SKU-001,Hydration Bottle,7,10,4.8,70,33.6,36.4,West,Shopify,Wholesale
2026-03-10,SKU-002,Protein Bar Box,4,16,8.48,64,33.92,30.08,West,Retail,VIP
